0,0,19548492,1
0,0,19548492,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,1765925,1
0,0,1765925,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,1,0,1
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
2,2,0,0
2,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
